xmin,ymin,xmax,ymax,Text 
2373,2430,2502,2412,\W1.000761;64.30 ROW 
1,2192,3200
2,2206,3187
1,2197,3200
2,2212,3187
1,2203,3200
2,2217,3187
1,2208,3200
2,2222,3186
1,2214,3200
2,2228,3186
1,2219,3199
2,2233,3186
1,2225,3199
2,2239,3186
1,2230,3199
2,2244,3186
1,2235,3199
2,2250,3186
1,2241,3199
2,2255,3186
1,2246,3199
2,2261,3186
1,2252,3199
2,2266,3185
1,2257,3198
2,2271,3185
1,2263,3198
2,2277,3185
1,2268,3198
2,2282,3185
1,2273,3198
2,2288,3185
1,2279,3198
2,2293,3185
1,2284,3198
2,2299,3185
1,2289,3198
2,2304,3184
1,2295,3198
2,2310,3184
1,2300,3197
2,2315,3184
1,2306,3197
2,2320,3184
1,2311,3197
2,2326,3184
1,2317,3197
2,2331,3184
1,2322,3197
2,2336,3184
1,2328,3197
2,2342,3184
1,2333,3197
2,2343,3188
1,2338,3197
2,2343,3193
1,1646,3199
2,2343,3184
1,1646,3212
2,2343,3197
1,1646,3197
2,2343,3181
1,1646,3193
2,2343,3178
1,2081,3167
2,2071,3170
3,2081,3172
4,2081,3167
1,2081,3172
2,2071,3170
3,2081,3167
4,2081,3172
1,2081,3170
2,2114,3169
1,2678,3172
2,2351,3172
1,701,2505
2,701,2423
1,4385,2505
2,4385,2423
1,718,2438
2,4368,2438
1,718,2435
2,718,2441
3,701,2438
4,718,2435
1,4368,2435
2,4368,2441
3,4385,2438
4,4368,2435
1,2514,2800
2,2514,2807
1,2514,2809
2,2514,2810
1,2514,2812
2,2514,2821
1,2514,2823
2,2514,2825
1,2514,2827
2,2514,2836
1,2514,2837
2,2514,2839
1,2514,2841
2,2514,2850
1,2514,2852
2,2514,2854
1,2514,2855
2,2514,2864
1,2514,2866
2,2514,2868
1,2514,2870
2,2514,2879
1,2514,2881
2,2514,2882
1,2514,2884
2,2514,2893
1,2514,2895
2,2514,2897
1,2514,2898
2,2514,2907
1,2514,2909
2,2514,2911
1,2514,2913
2,2514,2922
1,2514,2923
2,2514,2925
1,2514,2927
2,2514,2936
1,2514,2938
2,2514,2940
1,2514,2941
2,2514,2950
1,2514,2952
2,2514,2954
1,2514,2956
2,2514,2965
1,2514,2966
2,2514,2968
1,2514,2970
2,2514,2979
1,2514,2981
2,2514,2982
1,2514,2984
2,2514,2993
1,2514,2995
2,2514,2997
1,2514,2998
2,2514,3008
1,2514,3009
2,2514,3011
1,2514,3013
2,2514,3022
1,2514,3024
2,2514,3025
1,2514,3027
2,2514,3036
1,2514,3038
2,2514,3040
1,2514,3042
2,2514,3051
1,2514,3052
2,2514,3054
1,2514,3056
2,2514,3065
1,2514,3067
2,2514,3069
1,2514,3070
2,2514,3079
1,2514,3081
2,2514,3083
1,2514,3085
2,2514,3093
1,2514,3095
2,2514,3097
1,2514,3099
2,2514,3106
1,2511,2810
2,2510,2851
3,2510,2866
1,2510,2880
2,2510,2907
1,2510,2920
2,2510,2947
1,2510,2960
2,2510,2987
1,2510,3001
2,2509,3027
1,2509,3041
2,2509,3068
1,2509,3081
2,2509,3108
1,2509,3121
2,2509,3136
1,2519,2800
2,2519,2854
3,2519,2868
1,2519,2881
2,2520,2908
1,2520,2921
2,2520,2948
1,2520,2962
2,2520,2988
1,2520,3002
2,2520,3029
1,2520,3042
2,2520,3069
1,2521,3082
2,2521,3109
1,2521,3123
2,2521,3137
1,2516,3147
2,2516,3144
3,2512,3151
4,2512,3147
1,2516,3136
2,2516,3133
3,2512,3140
4,2512,3136
1,2532,3147
2,2516,3147
1,2532,3136
2,2516,3136
1,2516,3147
2,2533,3147
1,2516,3136
2,2533,3136
1,2521,3147
2,2521,3172
1,2509,3147
2,2509,3172
1,2530,3172
2,2521,3172
1,2512,3147
2,2496,3147
1,2512,3136
2,2496,3136
1,2497,3147
2,2512,3147
1,2497,3136
2,2512,3136
1,2499,3172
2,2509,3172
1,2570,2785
2,2534,2793
3,2530,2797
4,2518,2798
5,2510,2800
1,2571,2785
2,2535,2793
3,2531,2797
4,2518,2798
5,2511,2800
1,2543,2808
2,2518,2810
3,2518,2800
1,2511,2810
2,2511,2800
1,2519,2810
2,2544,2808
1,2510,2810
2,2485,2808
1,2511,2810
2,2486,2808
1,2458,2785
2,2494,2793
3,2498,2797
4,2510,2798
5,2518,2800
1,2458,2785
2,2494,2793
3,2498,2797
4,2511,2798
5,2519,2800
1,2524,3172
2,2524,3216
3,2506,3216
1,2524,3216
2,2524,3216
1,2506,3172
2,2506,3216
3,2506,3216
1,2514,2407
2,2514,2411
1,2514,2412
2,2514,2413
1,2514,2414
2,2514,2420
1,2514,2420
2,2514,2421
1,2514,2422
2,2514,2427
1,2514,2428
2,2514,2429
1,2514,2430
2,2514,2436
1,2514,2437
2,2514,2437
1,2514,2438
2,2514,2444
1,2514,2444
2,2514,2445
1,2514,2446
2,2514,2452
1,2514,2453
2,2514,2454
1,2514,2454
2,2514,2460
1,2514,2460
2,2514,2461
1,2514,2462
2,2514,2468
1,2514,2469
2,2514,2470
1,2514,2471
2,2514,2476
1,2514,2477
2,2514,2477
1,2514,2478
2,2514,2484
1,2514,2485
2,2514,2486
1,2514,2487
2,2514,2492
1,2514,2493
2,2514,2494
1,2514,2495
2,2514,2500
1,2514,2501
2,2514,2502
1,2514,2503
2,2514,2508
1,2514,2509
2,2514,2510
1,2514,2511
2,2514,2516
1,2514,2517
2,2514,2518
1,2514,2519
2,2514,2524
1,2514,2525
2,2514,2526
1,2514,2527
2,2514,2532
1,2514,2533
2,2514,2534
1,2514,2535
2,2514,2540
1,2514,2541
2,2514,2542
1,2514,2543
2,2514,2548
1,2514,2549
2,2514,2550
1,2514,2551
2,2514,2556
1,2514,2557
2,2514,2558
1,2514,2559
2,2514,2565
1,2514,2565
2,2514,2566
1,2514,2567
2,2514,2572
1,2514,2573
2,2514,2574
1,2514,2575
2,2514,2581
1,2514,2581
2,2514,2582
1,2514,2583
2,2514,2589
1,2514,2590
2,2514,2591
1,2514,2591
2,2514,2597
1,2514,2598
2,2514,2598
1,2514,2599
2,2514,2605
1,2514,2606
2,2514,2607
1,2514,2608
2,2514,2613
1,2514,2614
2,2514,2615
1,2514,2615
2,2514,2621
1,2514,2622
2,2514,2623
1,2514,2624
2,2514,2629
1,2514,2630
2,2514,2631
1,2514,2632
2,2514,2637
1,2514,2638
2,2514,2639
1,2514,2640
2,2514,2645
1,2514,2646
2,2514,2647
1,2514,2648
2,2514,2653
1,2514,2654
2,2514,2655
1,2514,2656
2,2514,2661
1,2514,2662
2,2514,2663
1,2514,2664
2,2514,2669
1,2514,2670
2,2514,2671
1,2514,2672
2,2514,2677
1,2514,2678
2,2514,2679
1,2514,2680
2,2514,2686
1,2514,2686
2,2514,2687
1,2514,2688
2,2514,2693
1,2514,2694
2,2514,2695
1,2514,2696
2,2514,2702
1,2514,2702
2,2514,2703
1,2514,2704
2,2514,2709
1,2514,2710
2,2514,2711
1,2514,2712
2,2514,2718
1,2514,2719
2,2514,2719
1,2514,2720
2,2514,2726
1,2514,2726
2,2514,2727
1,2514,2728
2,2514,2734
1,2514,2735
2,2514,2736
1,2514,2736
2,2514,2742
1,2514,2743
2,2514,2743
1,2514,2744
2,2514,2750
1,2514,2751
2,2514,2752
1,2514,2753
2,2514,2758
1,2514,2759
2,2514,2760
1,2514,2761
2,2514,2766
1,2514,2767
2,2514,2768
1,2514,2769
2,2514,2774
1,2514,2775
2,2514,2776
1,2514,2777
2,2514,2782
1,2514,2783
2,2514,2784
1,2514,2785
2,2514,2790
1,2514,2791
2,2514,2792
1,2514,2793
2,2514,2798
1,2514,2799
2,2514,2800
1,2514,2801
2,2514,2806
1,2514,2807
2,2514,2808
1,2514,2809
2,2514,2814
1,2514,2815
2,2514,2816
1,2514,2817
2,2514,2822
1,2514,2823
2,2514,2824
1,2514,2825
2,2514,2830
1,2514,2831
2,2514,2832
1,2514,2833
2,2514,2838
1,2514,2839
2,2514,2840
1,2514,2841
2,2514,2847
1,2514,2847
2,2514,2848
1,2514,2849
2,2514,2855
1,2514,2856
2,2514,2857
1,2514,2857
2,2514,2863
1,2514,2864
2,2514,2864
1,2514,2865
2,2514,2871
1,2514,2872
2,2514,2873
1,2514,2874
2,2514,2879
1,2514,2880
2,2514,2881
1,2514,2881
2,2514,2887
1,2514,2888
2,2514,2889
1,2514,2890
2,2514,2895
1,2514,2896
2,2514,2897
1,2514,2897
2,2514,2903
1,2514,2904
2,2514,2905
1,2514,2906
2,2514,2911
1,2514,2912
2,2514,2913
1,2514,2914
2,2514,2919
1,2514,2920
2,2514,2921
1,2514,2922
2,2514,2927
1,2514,2928
2,2514,2929
1,2514,2930
2,2514,2935
1,2514,2936
2,2514,2937
1,2514,2938
2,2514,2943
1,2514,2944
2,2514,2945
1,2514,2946
2,2514,2951
1,2514,2952
2,2514,2953
1,2514,2954
2,2514,2959
1,2514,2960
2,2514,2961
1,2514,2962
2,2514,2968
1,2514,2968
2,2514,2969
1,2514,2970
2,2514,2975
1,2514,2976
2,2514,2977
1,2514,2978
2,2514,2984
1,2514,2985
2,2514,2985
1,2514,2986
2,2514,2992
1,2514,2992
2,2514,2993
1,2514,2994
2,2514,3000
1,2514,3001
2,2514,3002
1,2514,3002
2,2514,3008
1,2514,3008
2,2514,3009
1,2514,3010
2,2514,3016
1,2514,3017
2,2514,3018
1,2514,3018
2,2514,3024
1,2514,3025
2,2514,3026
1,2514,3027
2,2514,3032
1,2514,3033
2,2514,3034
1,2514,3035
2,2514,3040
1,2514,3041
2,2514,3042
1,2514,3043
2,2514,3048
1,2514,3049
2,2514,3050
1,2514,3051
2,2514,3056
1,2514,3057
2,2514,3058
1,2514,3059
2,2514,3064
1,2514,3065
2,2514,3066
1,2514,3067
2,2514,3072
1,2514,3073
2,2514,3074
1,2514,3075
2,2514,3080
1,2514,3081
2,2514,3082
1,2514,3083
2,2514,3088
1,2514,3089
2,2514,3090
1,2514,3091
2,2514,3096
1,2514,3097
2,2514,3098
1,2514,3099
2,2514,3104
1,2514,3105
2,2514,3106
1,2514,3107
2,2514,3113
1,2514,3113
2,2514,3114
1,2514,3115
2,2514,3121
1,2514,3122
2,2514,3122
1,2514,3123
2,2514,3129
1,2514,3129
2,2514,3130
1,2514,3131
2,2514,3137
1,2514,3138
2,2514,3139
1,2514,3140
2,2514,3145
1,2514,3146
2,2514,3146
1,2514,3147
2,2514,3153
1,2514,3154
2,2514,3155
1,2514,3156
2,2514,3161
1,2514,3162
2,2514,3163
1,2514,3163
2,2514,3169
1,2514,3170
2,2514,3171
1,2514,3172
2,2514,3177
1,2514,3178
2,2514,3179
1,2514,3180
2,2514,3185
1,2514,3186
2,2514,3187
1,2514,3188
2,2514,3193
1,2514,3194
2,2514,3195
1,2514,3196
2,2514,3201
1,2514,3202
2,2514,3203
1,2514,3204
2,2514,3209
1,2514,3210
2,2514,3211
1,2514,3212
2,2514,3217
1,1941,3137
2,1943,3143
3,1944,3149
1,1956,3170
2,1982,3169
3,1982,3170
4,2013,3170
5,2013,3168
6,2048,3169
1,1943,3154
2,1944,3182
1,1954,3166
2,1954,3186
1,1956,3167
2,1957,3182
1,1943,3150
2,1943,3153
1,1945,3156
2,1947,3162
1,1952,3156
2,1953,3161
1,1967,3160
2,1966,3155
1,1990,3132
2,1957,3133
1,1954,3145
2,1991,3144
1,1945,3186
2,1955,3186
1,1948,3163
2,2056,3161
1,1949,3167
2,2055,3165
1,1948,3163
2,1948,3166
1,1954,3161
2,1966,3161
1,1944,3154
2,1980,3154
1,1953,3149
2,1967,3149
1,1946,3147
2,2058,3145
1,1953,3154
2,1967,3153
1,1952,3150
2,1952,3153
1,1968,3149
2,1968,3153
1,1954,3153
2,1954,3151
1,1954,3150
2,1966,3150
1,1967,3150
2,1967,3153
1,1955,3150
2,1955,3153
1,1965,3150
2,1965,3153
1,1944,3149
2,2059,3146
1,1955,3156
2,1954,3156
3,1954,3160
1,1955,3157
2,1955,3157
3,1955,3160
1,1952,3137
2,1952,3142
1,1943,3150
2,1944,3149
1,1943,3153
2,1944,3154
1,1946,3186
2,1945,3156
3,1981,3155
1,1981,3159
2,2001,3158
1,1981,3159
2,1981,3160
3,2001,3160
4,2001,3158
1,1983,3150
2,1984,3157
1,1983,3150
2,2020,3149
3,2020,3156
4,1984,3157
1,1982,3157
2,2021,3157
1,1981,3154
2,1981,3157
1,2024,3153
2,2060,3152
1,2023,3154
2,2059,3153
1,2023,3153
2,2022,3156
1,2001,3134
2,2001,3143
1,2002,3134
2,2002,3143
1,2023,3153
2,2022,3156
1,2022,3158
2,2022,3159
1,2022,3158
2,2003,3158
3,2003,3160
4,2022,3159
1,2023,3154
2,2058,3153
3,2059,3184
1,2061,3151
2,2060,3152
1,2061,3148
2,2059,3146
1,2048,3156
2,2049,3156
3,2049,3158
1,2049,3155
2,2050,3155
3,2050,3158
1,2038,3148
2,2038,3152
1,2049,3148
2,2049,3152
1,2037,3149
2,2037,3152
1,2049,3148
2,2038,3148
1,2050,3152
2,2050,3149
1,2036,3148
2,2036,3151
1,2051,3148
2,2051,3151
1,2051,3152
2,2037,3152
1,2051,3147
2,2036,3147
1,2060,3152
2,2024,3153
1,2050,3160
2,2038,3160
1,2056,3160
2,2056,3163
1,2059,3184
2,2050,3184
1,2037,3159
2,2038,3154
1,2051,3154
2,2051,3159
1,2058,3153
2,2057,3160
1,2061,3148
2,2061,3151
1,2048,3165
2,2048,3180
1,2050,3165
2,2050,3184
1,2060,3152
2,2061,3180
1,2051,3135
2,2051,3140
1,2049,3143
2,2012,3144
1,2046,3131
2,2012,3132
1,2061,3135
2,2060,3140
3,2059,3146
1,2054,3118
2,2052,3114
1,1963,3116
2,1988,3113
1,2002,3113
2,2026,3113
1,1976,3115
2,1990,3115
3,1997,3116
1,1997,3115
2,1976,3115
1,2014,3113
2,2023,3115
3,2030,3116
1,2031,3115
2,2014,3113
1,2056,3108
2,2064,3108
1,2065,3116
2,2055,3120
1,2064,3110
2,2064,3114
1,2064,3115
2,2056,3119
1,2064,3109
2,2065,3108
1,2064,3114
2,2066,3115
1,2054,3109
2,2054,3110
1,2054,3110
2,2054,3112
1,2054,3113
2,2052,3112
1,1946,3110
2,1937,3110
1,1936,3118
2,1946,3122
1,1938,3112
2,1937,3116
1,1938,3117
2,1946,3122
1,1938,3111
2,1937,3110
1,1937,3116
2,1936,3117
1,1947,3111
2,1947,3113
1,1948,3113
2,1948,3114
1,1948,3115
2,1949,3114
1,2145,3133
2,2146,3138
3,2147,3144
1,2159,3166
2,2185,3164
3,2185,3166
4,2216,3165
5,2216,3164
6,2251,3165
1,2146,3150
2,2147,3178
1,2157,3162
2,2158,3182
1,2159,3162
2,2159,3177
1,2145,3146
2,2145,3149
1,2148,3151
2,2150,3157
1,2155,3152
2,2156,3156
1,2170,3156
2,2169,3151
1,2194,3128
2,2159,3129
1,2157,3140
2,2195,3140
1,2148,3182
2,2158,3182
1,2151,3158
2,2259,3156
1,2152,3162
2,2258,3160
1,2151,3158
2,2151,3161
1,2157,3157
2,2169,3157
1,2147,3150
2,2183,3149
1,2156,3144
2,2170,3144
1,2149,3143
2,2260,3140
1,2156,3149
2,2170,3149
1,2155,3145
2,2155,3149
1,2171,3145
2,2171,3148
1,2157,3149
2,2157,3146
1,2157,3146
2,2169,3145
1,2169,3146
2,2169,3149
1,2158,3146
2,2158,3149
1,2168,3146
2,2168,3149
1,2147,3144
2,2262,3142
1,2158,3152
2,2157,3152
3,2157,3155
1,2158,3153
2,2158,3153
3,2158,3155
1,2155,3133
2,2155,3137
1,2145,3146
2,2147,3144
1,2145,3149
2,2147,3150
1,2149,3182
2,2148,3151
3,2184,3150
1,2185,3154
2,2204,3154
1,2185,3154
2,2185,3156
3,2204,3155
4,2204,3154
1,2186,3146
2,2186,3152
1,2186,3146
2,2223,3145
3,2223,3152
4,2186,3152
1,2185,3153
2,2225,3152
1,2184,3150
2,2185,3153
1,2227,3149
2,2263,3148
1,2226,3150
2,2262,3149
1,2226,3149
2,2225,3152
1,2204,3129
2,2204,3139
1,2205,3129
2,2205,3139
1,2226,3149
2,2225,3152
1,2225,3153
2,2225,3155
1,2225,3153
2,2206,3154
3,2206,3155
4,2225,3155
1,2226,3150
2,2261,3149
3,2262,3180
1,2264,3147
2,2263,3148
1,2264,3143
2,2262,3142
1,2251,3151
2,2252,3151
3,2252,3153
1,2252,3150
2,2253,3150
3,2253,3153
1,2241,3144
2,2241,3147
1,2252,3144
2,2252,3147
1,2240,3145
2,2240,3148
1,2252,3144
2,2241,3144
1,2253,3147
2,2253,3144
1,2239,3143
2,2239,3147
1,2254,3143
2,2254,3147
1,2254,3147
2,2239,3148
1,2253,3143
2,2239,3143
1,2263,3148
2,2227,3149
1,2253,3155
2,2241,3155
1,2259,3156
2,2259,3159
1,2263,3180
2,2253,3180
1,2240,3154
2,2240,3149
1,2254,3150
2,2254,3154
1,2261,3149
2,2260,3155
1,2264,3143
2,2264,3147
1,2251,3160
2,2251,3176
1,2253,3160
2,2253,3180
1,2263,3147
2,2264,3176
1,2254,3130
2,2255,3135
1,2252,3138
2,2215,3139
1,2249,3127
2,2215,3127
1,2264,3130
2,2263,3136
3,2262,3142
1,2257,3114
2,2255,3109
1,2166,3112
2,2191,3109
1,2205,3109
2,2229,3109
1,2179,3110
2,2193,3111
3,2199,3112
1,2200,3110
2,2179,3110
1,2217,3109
2,2226,3110
3,2233,3112
1,2234,3110
2,2217,3109
1,2259,3103
2,2267,3103
1,2269,3112
2,2258,3115
1,2267,3106
2,2267,3109
1,2267,3110
2,2259,3115
1,2267,3105
2,2268,3103
1,2267,3110
2,2269,3111
1,2257,3104
2,2257,3106
1,2256,3106
2,2257,3107
1,2256,3108
2,2256,3107
1,2149,3106
2,2141,3105
1,2139,3114
2,2149,3118
1,2141,3108
2,2140,3112
1,2141,3112
2,2149,3117
1,2141,3107
2,2140,3106
1,2141,3112
2,2139,3113
1,2150,3107
2,2151,3109
1,2151,3109
2,2151,3109
1,2151,3111
2,2152,3109
1,1721,3142
2,1722,3147
3,1724,3153
1,1736,3175
2,1761,3173
3,1762,3175
4,1793,3174
5,1793,3173
6,1828,3174
1,1723,3159
2,1724,3187
1,1734,3171
2,1734,3191
1,1736,3171
2,1736,3187
1,1722,3155
2,1722,3158
1,1725,3160
2,1726,3166
1,1732,3161
2,1733,3165
1,1746,3165
2,1746,3160
1,1770,3137
2,1736,3138
1,1734,3149
2,1771,3149
1,1725,3191
2,1735,3191
1,1728,3167
2,1836,3166
1,1729,3171
2,1835,3169
1,1727,3167
2,1728,3170
1,1733,3166
2,1745,3166
1,1723,3159
2,1760,3158
1,1732,3153
2,1747,3153
1,1725,3152
2,1837,3150
1,1733,3158
2,1747,3158
1,1732,3154
2,1732,3158
1,1747,3154
2,1747,3157
1,1733,3158
2,1733,3155
1,1734,3155
2,1745,3154
1,1746,3155
2,1746,3158
1,1734,3155
2,1734,3158
1,1745,3154
2,1745,3158
1,1724,3153
2,1839,3151
1,1734,3161
2,1733,3161
3,1734,3164
1,1735,3162
2,1735,3162
3,1735,3164
1,1732,3142
2,1731,3146
1,1722,3155
2,1724,3153
1,1722,3158
2,1723,3159
1,1725,3191
2,1725,3160
3,1761,3160
1,1761,3163
2,1780,3163
1,1761,3163
2,1761,3165
3,1781,3164
4,1780,3163
1,1763,3155
2,1763,3161
1,1763,3155
2,1800,3154
3,1800,3161
4,1763,3161
1,1762,3162
2,1801,3161
1,1760,3159
2,1761,3162
1,1803,3157
2,1839,3157
1,1802,3159
2,1838,3158
1,1802,3158
2,1802,3161
1,1780,3138
2,1781,3147
1,1782,3138
2,1782,3147
1,1802,3158
2,1802,3161
1,1802,3163
2,1802,3164
1,1802,3163
2,1783,3163
3,1783,3164
4,1802,3164
1,1802,3159
2,1838,3158
3,1839,3189
1,1841,3156
2,1839,3157
1,1841,3153
2,1839,3151
1,1828,3160
2,1829,3160
3,1829,3163
1,1829,3159
2,1829,3159
3,1829,3163
1,1818,3153
2,1818,3156
1,1829,3153
2,1829,3156
1,1817,3154
2,1817,3157
1,1829,3153
2,1817,3153
1,1829,3156
2,1829,3153
1,1815,3153
2,1816,3156
1,1831,3152
2,1831,3156
1,1830,3156
2,1816,3157
1,1830,3152
2,1816,3152
1,1839,3157
2,1803,3157
1,1830,3164
2,1818,3164
1,1836,3165
2,1836,3168
1,1839,3189
2,1829,3189
1,1817,3163
2,1817,3158
1,1831,3159
2,1830,3163
1,1838,3158
2,1837,3164
1,1841,3153
2,1841,3156
1,1828,3170
2,1828,3185
1,1829,3170
2,1830,3189
1,1840,3156
2,1840,3185
1,1830,3140
2,1831,3144
1,1829,3147
2,1792,3148
1,1826,3136
2,1792,3136
1,1841,3140
2,1840,3145
3,1839,3151
1,1833,3123
2,1832,3118
1,1742,3121
2,1768,3118
1,1782,3118
2,1806,3118
1,1756,3119
2,1770,3120
3,1776,3121
1,1777,3119
2,1756,3119
1,1793,3118
2,1803,3119
3,1809,3121
1,1810,3119
2,1794,3118
1,1836,3113
2,1844,3112
1,1845,3121
2,1835,3124
1,1844,3115
2,1844,3119
1,1844,3119
2,1835,3124
1,1843,3114
2,1845,3113
1,1844,3119
2,1846,3120
1,1834,3113
2,1834,3115
1,1833,3115
2,1834,3116
1,1833,3117
2,1832,3116
1,1725,3115
2,1717,3114
1,1716,3123
2,1726,3127
1,1717,3117
2,1717,3121
1,1717,3121
2,1725,3126
1,1718,3116
2,1717,3115
1,1717,3121
2,1715,3122
1,1727,3116
2,1727,3118
1,1728,3118
2,1727,3119
1,1728,3120
2,1729,3119
1,2343,2604
2,2343,3183
1,2308,2604
2,2308,3179
1,1681,2604
2,1681,3193
1,1890,2604
2,1890,3193
1,2099,2604
2,2099,3193
1,1646,2604
2,1646,3191
1,959,2397
2,959,2397
1,959,2399
2,959,2399
1,959,2401
2,959,2401
1,959,2403
2,959,2403
1,959,2405
2,959,2405
1,959,2406
2,959,2406
1,959,2408
2,959,2408
1,959,2410
2,959,2410
1,959,2412
2,959,2412
1,959,2413
2,959,2413
1,959,2415
2,959,2415
1,959,2417
2,959,2417
1,959,2419
2,959,2419
1,959,2421
2,959,2421
1,959,2423
2,959,2423
1,959,2424
2,959,2424
1,959,2426
2,959,2426
1,959,2428
2,959,2428
1,959,2430
2,959,2430
1,959,2431
2,959,2431
1,959,2433
2,959,2433
1,959,2435
2,959,2435
1,959,2437
2,959,2437
1,959,2439
2,959,2439
1,959,2440
2,959,2440
1,959,2442
2,959,2442
1,959,2444
2,959,2444
1,959,2446
2,959,2446
1,959,2447
2,959,2447
1,959,2449
2,959,2449
1,959,2451
2,959,2451
1,959,2453
2,959,2453
1,959,2455
2,959,2455
1,959,2457
2,959,2457
1,959,2458
2,959,2458
1,959,2460
2,959,2460
1,959,2462
2,959,2462
1,959,2464
2,959,2464
1,959,2465
2,959,2465
1,959,2467
2,959,2467
1,959,2469
2,959,2469
1,959,2471
2,959,2471
1,959,2473
2,959,2473
1,959,2474
2,959,2474
1,959,2476
2,959,2476
1,959,2478
2,959,2478
1,959,2480
2,959,2480
1,959,2481
2,959,2481
1,959,2483
2,959,2483
1,959,2485
2,959,2485
1,959,2487
2,959,2487
1,959,2489
2,959,2489
1,959,2491
2,959,2491
1,959,2492
2,959,2492
1,959,2494
2,959,2494
1,959,2496
2,959,2496
1,959,2498
2,959,2498
1,959,2500
2,959,2500
1,959,2501
2,959,2501
1,959,2503
2,959,2503
1,959,2505
2,959,2505
1,959,2507
2,959,2507
1,959,2508
2,959,2508
1,959,2510
2,959,2510
1,959,2512
2,959,2512
1,959,2514
2,959,2514
1,959,2516
2,959,2516
1,959,2518
2,959,2518
1,959,2519
2,959,2519
1,959,2521
2,959,2521
1,959,2523
2,959,2523
1,959,2524
2,959,2524
1,959,2526
2,959,2526
1,959,2528
2,959,2528
1,959,2530
2,959,2530
1,959,2532
2,959,2532
1,959,2534
2,959,2534
1,959,2535
2,959,2535
1,959,2537
2,959,2537
1,959,2539
2,959,2539
1,959,2541
2,959,2541
1,959,2542
2,959,2542
1,959,2544
2,959,2544
1,959,2546
2,959,2546
1,959,2548
2,959,2548
1,959,2550
2,959,2550
1,959,2551
2,959,2551
1,959,2553
2,959,2553
1,959,2555
2,959,2555
1,959,2557
2,959,2557
1,959,2558
2,959,2558
1,959,2560
2,959,2560
1,959,2562
2,959,2562
1,959,2564
2,959,2564
1,959,2566
2,959,2566
1,959,2568
2,959,2568
1,959,2569
2,959,2569
1,959,2571
2,959,2571
1,959,2573
2,959,2573
1,959,2575
2,959,2575
1,959,2576
2,959,2576
1,959,2578
2,959,2578
1,959,2580
2,959,2580
1,959,2582
2,959,2582
1,959,2584
2,959,2584
1,959,2585
2,959,2585
1,959,2587
2,959,2587
1,959,2589
2,959,2589
1,959,2591
2,959,2591
1,959,2593
2,959,2593
1,959,2595
2,959,2595
1,959,2596
2,959,2596
1,959,2598
2,959,2598
1,959,2600
2,959,2600
1,959,2602
2,959,2602
1,959,2603
2,959,2603
1,959,2605
2,959,2605
1,959,2607
2,959,2607
1,959,2609
2,959,2609
1,959,2611
2,959,2611
1,959,2612
2,959,2612
1,959,2614
2,959,2614
1,959,2616
2,959,2616
1,959,2618
2,959,2618
1,959,2619
2,959,2619
1,959,2621
2,959,2621
1,959,2623
2,959,2623
1,959,2625
2,959,2625
1,959,2627
2,959,2627
1,959,2629
2,959,2629
1,959,2630
2,959,2630
1,959,2632
2,959,2632
1,959,2634
2,959,2634
1,959,2635
2,959,2635
1,959,2637
2,959,2637
1,959,2639
2,959,2639
1,959,2641
2,959,2641
1,959,2643
2,959,2643
1,959,2645
2,959,2645
1,959,2646
2,959,2646
1,959,2648
2,959,2648
1,959,2650
2,959,2650
1,959,2652
2,959,2652
1,959,2653
2,959,2653
1,959,2655
2,959,2655
1,959,2657
2,959,2657
1,959,2659
2,959,2659
1,959,2661
2,959,2661
1,959,2662
2,959,2662
1,959,2664
2,959,2664
1,959,2666
2,959,2666
1,959,2668
2,959,2668
1,959,2670
2,959,2670
1,959,2671
2,959,2671
1,959,2673
2,959,2673
1,959,2675
2,959,2675
1,959,2677
2,959,2677
1,959,2679
2,959,2679
1,959,2680
2,959,2680
1,959,2682
2,959,2682
1,959,2684
2,959,2684
1,959,2686
2,959,2686
1,959,2688
2,959,2688
1,959,2689
2,959,2689
1,959,2691
2,959,2691
1,959,2693
2,959,2693
1,959,2695
2,959,2695
1,959,2696
2,959,2696
1,959,2698
2,959,2698
1,959,2700
2,959,2700
1,959,2702
2,959,2702
1,959,2704
2,959,2704
1,959,2706
2,959,2706
1,959,2707
2,959,2707
1,959,2709
2,959,2709
1,959,2711
2,959,2711
1,959,2713
2,959,2713
1,959,2714
2,959,2714
1,959,2716
2,959,2716
1,959,2718
2,959,2718
1,959,2720
2,959,2720
1,959,2722
2,959,2722
1,959,2723
2,959,2723
1,959,2725
2,959,2725
1,959,2727
2,959,2727
1,959,2729
2,959,2729
1,959,2730
2,959,2730
1,959,2732
2,959,2732
1,959,2734
2,959,2734
1,959,2736
2,959,2736
1,959,2738
2,959,2738
1,959,2739
2,959,2739
1,959,2741
2,959,2741
1,959,2743
2,959,2743
1,959,2745
2,959,2745
1,959,2746
2,959,2746
1,959,2748
2,959,2748
1,959,2750
2,959,2750
1,959,2752
2,959,2752
1,959,2754
2,959,2754
1,959,2756
2,959,2756
1,959,2757
2,959,2757
1,959,2759
2,959,2759
1,959,2761
2,959,2761
1,959,2763
2,959,2763
1,959,2765
2,959,2765
1,959,2766
2,959,2766
1,959,2768
2,959,2768
1,959,2770
2,959,2770
1,959,2772
2,959,2772
1,959,2773
2,959,2773
1,959,2775
2,959,2775
1,959,2777
2,959,2777
1,959,2779
2,959,2779
1,959,2781
2,959,2781
1,959,2783
